1020,17.5271876
1020.03125,17.5098341
1020.0625,17.4928712
1020.09375,17.4762794
1020.125,17.4600783
1020.15625,17.4445704
1020.1875,17.4297755
1020.21875,17.4149708
1020.25,17.4005665
1020.28125,17.385879
1020.3125,17.3718849
1020.34375,17.3578809
1020.375,17.343545
1020.40625,17.3295118
1020.4375,17.315459
1020.46875,17.3017188
1020.5,17.2879395
1020.53125,17.2738281
1020.5625,17.2594043
1020.59375,17.2460547
1020.625,17.2327441
1020.65625,17.2194921
1020.6875,17.2066308
1020.71875,17.1951659
1020.75,17.1844335
1020.78125,17.1740624
1020.8125,17.1637304
1020.84375,17.153076
1020.875,17.142451
1020.90625,17.1318456
1020.9375,17.1212694
1020.96875,17.1107127
1021,17.0998631
1021.03125,17.0887206
1021.0625,17.0775975
1021.09375,17.0665331
1021.125,17.0551757
1021.15625,17.043496
1021.1875,17.0325585
1021.21875,17.0213671
1021.25,17.0101855
1021.28125,16.9999707
1021.3125,16.989414
1021.34375,16.9786035
1021.375,16.9684961
1021.40625,16.958086
1021.4375,16.9477442
1021.46875,16.9374708
1021.5,16.9275978
1021.53125,16.9181349
1021.5625,16.9093459
1021.59375,16.900215
1021.625,16.8911135
1021.65625,16.8820022
1021.6875,16.8729202
1021.71875,16.8631838
1021.75,16.8527932
1021.78125,16.8420608
1021.8125,16.8313577
1021.84375,16.8206839
1021.875,16.8106449
1021.90625,16.8006351
1021.9375,16.7909477
1021.96875,16.7812895
1022,16.7722856
1022.03125,16.7642485
1022.0625,16.7562406
1022.09375,16.7482426
1022.125,16.7412114
1022.15625,16.7342094
1022.1875,16.7261723
1022.21875,16.7190824
1022.25,16.7122953
1022.28125,16.704893
1022.3125,16.697559
1022.34375,16.6908402
1022.375,16.6837894
1022.40625,16.6767679
1022.4375,16.6700589
1022.46875,16.6636624
1022.5,16.6569339
1022.53125,16.6508108
1022.5625,16.6446878
1022.59375,16.6388968
1022.625,16.6334182
1022.65625,16.6279788
1022.6875,16.6228518
1022.71875,16.6177151
1022.75,16.6132326
1022.78125,16.6090822
1022.8125,16.6049513
1022.84375,16.601133
1022.875,16.5963966
1022.90625,16.5916798
1022.9375,16.586963
1022.96875,16.5825587
1023,16.5778614
1023.03125,16.5725392
1023.0625,16.5672364
1023.09375,16.5619532
1023.125,16.556045
1023.15625,16.5504493
1023.1875,16.545254
1023.21875,16.5391407
1023.25,16.5327736
1023.28125,16.5264454
1023.3125,16.5204103
1023.34375,16.5141212
1023.375,16.5081837
1023.40625,16.5025783
1023.4375,16.496133
1023.46875,16.4897072
1023.5,16.4835939
1023.53125,16.4768752
1023.5625,16.4714943
1023.59375,16.4674514
1023.625,16.4651565
1023.65625,16.4634866
1023.6875,16.4618557
1023.71875,16.4606155
1023.75,16.4597464
1023.78125,16.4592679
1023.8125,16.4601077
1023.84375,16.46168
1023.875,16.4648831
1023.90625,16.4694046
1023.9375,16.4746585
1023.96875,16.4806448
1024,16.4879495
1024.03125,16.4959671
1024.0625,16.5053031
1024.09375,16.5159574
1024.125,16.5276566
1024.15625,16.5400687
1024.1875,16.5531058
1024.21875,16.5674124
1024.25,16.582637
1024.28125,16.5981546
1024.3125,16.6136917
1024.34375,16.6295218
1024.375,16.6453518
1024.40625,16.6611819
1024.4375,16.6787307
1024.46875,16.6962795
1024.5,16.7138479
1024.53125,16.7313967
1024.5625,16.7459963
1024.59375,16.7576272
1024.625,16.7654689
1024.65625,16.7726467
1024.6875,16.7791701
1024.71875,16.7852834
1024.75,16.7900783
1024.78125,16.793799
1024.8125,16.7954689
1024.84375,16.795381
1024.875,16.7932228
1024.90625,16.7887306
1024.9375,16.7824806
1024.96875,16.7744728
1025,16.7643946
1025.03125,16.7532032
1025.0625,16.7396388
1025.09375,16.7237012
1025.125,16.7056837
1025.15625,16.6856251
1025.1875,16.6648438
1025.21875,16.6424317
1025.25,16.6184278
1025.28125,16.5943653
1025.3125,16.5696485
1025.34375,16.5442969
1025.375,16.518291
1025.40625,16.4916113
1025.4375,16.4633984
1025.46875,16.4345117
1025.5,16.4046777
1025.53125,16.3748144
1025.5625,16.3462207
1025.59375,16.3189355
1025.625,16.2930957
1025.65625,16.2669726
1025.6875,16.2411328
1025.71875,16.2147656
1025.75,16.1890136
1025.78125,16.16333
1025.8125,16.1380566
1025.84375,16.1131933
1025.875,16.0885155
1025.90625,16.0642772
1025.9375,16.039912
1025.96875,16.0156737
1026,15.9916014
1026.03125,15.9673632
1026.0625,15.9438866
1026.09375,15.9211718
1026.125,15.898955
1026.15625,15.8772167
1026.1875,15.8549608
1026.21875,15.8328026
1026.25,15.8109862
1026.28125,15.7883202
1026.3125,15.7654393
1026.34375,15.7428612
1026.375,15.7200683
1026.40625,15.6970995
1026.4375,15.6742187
1026.46875,15.6511523
1026.5,15.6287011
1026.53125,15.6060058
1026.5625,15.5825488
1026.59375,15.5585546
1026.625,15.5343261
1026.65625,15.5099023
1026.6875,15.4852441
1026.71875,15.4609179
1026.75,15.4363574
1026.78125,15.4116015
1026.8125,15.3868945
1026.84375,15.3622363
1026.875,15.3381347
1026.90625,15.314873
1026.9375,15.2927344
1026.96875,15.2711914
1027,15.2499805
1027.03125,15.2291016
1027.0625,15.2082715
1027.09375,15.1874902
1027.125,15.1675293
1027.15625,15.1481445
